Unnamed: 0,제품명,리뷰어,날짜,옵션,사이즈평가,밝기평가,색감평가,두께감평가,리뷰내용,이미지,링크,성별,키,몸무게,카테고리
59,스포츠 클럽 풋볼 져지 블랙,LV.5 욧꾸르트5개,2023.05.28,L,커요,밝아요,선명해요,얇아요,예약배송이라 열시미 기다렸는데 만족합니당 얇아서 좋아욥,"[""'//image.msscdn.net/data/estimate/3187524_0/gallery_6473561573594.jpg.list'""]",https://www.musinsa.com/app/goods/3187524,여성,156,50,져지
60,스포츠 클럽 풋볼 져지 블랙,LV.4 쵸나이스,2023.04.29,L,보통이에요,어두워요,선명해요,보통이에요,무신라 라이브때 할인 많이 받고 샀는데 진짜 이뻐용 ㅠㅠ 덩치가 좀 있어서 낄까봐 걱정했는데 딱 핏되게 잘 맞더라구요! 댄스 수업 때 잘 입었습니다! 추천 입니다🥰,"[""'//image.msscdn.net/data/estimate/3187524_0/gallery_644cd63ec9065.jpg.list'""]",https://www.musinsa.com/app/goods/3187524,여성,168,75,져지
61,스포츠 클럽 풋볼 져지 블랙,LV.4 겨울비1211,2023.06.23,M,보통이에요,보통이에요,보통이에요,얇아요,그냥 고민하면 배송 더 늦어질까봐 충동구매한 감이 있는데 사길 잘했어요!! 이쁘고 시원하고 좋네용,"[""'//image.msscdn.net/data/estimate/3187524_0/gallery_64953dbc0d216.jpg.list'""]",https://www.musinsa.com/app/goods/3187524,여성,165,57,져지
62,스포츠 클럽 풋볼 져지 블랙,LV.5 뉴비_505fec44,2023.07.25,L,보통이에요,보통이에요,선명해요,보통이에요,오버핏으로 이쁘게 입을수있을거 같아용 색감도 사진하고 비슷합니다,"[""'//image.msscdn.net/data/estimate/3187524_0/gallery_64bf5412e09c9.jpg.list'"", ""'//image.msscdn.net/data/estimate/3187524_0/gallery_64bf5414cb4d9.jpg.list'""]",https://www.musinsa.com/app/goods/3187524,여성,165,52,져지
63,스포츠 클럽 풋볼 져지 블랙,LV.6 alliee,2023.07.22,L,커요,보통이에요,선명해요,보통이에요,"오랫동안 기다렸다가 받았는데 너무 만족스러워요~158인 제 키에서 Y존이랑 엉덩이를 다 덮어줘서 레깅스 입어도 민망하지 않아서 좋아요.일부러 박시하게 입으려고 L사이즈로 주문했는데, 핏이 예뻐서 잘한 선택 같아요~색감은 화면과 동일합니다!얇아서 덥지도 않고 좋아요!!","[""'//image.msscdn.net/data/estimate/3187524_0/gallery_64bb5f17480d9.jpg.list'""]",https://www.musinsa.com/app/goods/3187524,여성,158,49,져지
64,스포츠 클럽 풋볼 져지 블랙,LV.7 뇨로로로뇽,2023.06.02,M,커요,보통이에요,보통이에요,보통이에요,요즘 스포티한 옷에 빠져서 사는중인데 젤 맘에 들어요! 재질도 탄탄하고 디자인도 넘 이뻐요 더 작은 사이즈가 있었음 좋겠지만 입다가 넘 큰거같으면 수선하려고용ㅎㅎ,"[""'//image.msscdn.net/data/estimate/3187524_0/gallery_6479c610dad19.jpg.list'""]",https://www.musinsa.com/app/goods/3187524,여성,166,60,져지
65,스포츠 클럽 풋볼 져지 블랙,LV.5 jhrii,2023.07.02,M,보통이에요,보통이에요,선명해요,보통이에요,길이도 품도 적당해서 마음에 들어요 소매도 길어요 디자인 너무 귀여워서 마음에 듭니다!,"[""'//image.msscdn.net/data/estimate/3187524_0/gallery_64a185dec5fd7.jpg.list'""]",https://www.musinsa.com/app/goods/3187524,여성,155,50,져지
66,스포츠 클럽 풋볼 져지 블랙,LV.6 Malien,2023.07.03,L,보통이에요,보통이에요,보통이에요,보통이에요,존예 나만입고싶어요 ! 재질 너무 시원하고 핏도 예술이에요,"[""'//image.msscdn.net/data/estimate/3187524_0/gallery_64a27f9db10c2.jpg.list'""]",https://www.musinsa.com/app/goods/3187524,여성,169,65,져지
67,스포츠 클럽 풋볼 져지 블랙,LV.3 빈곤하다,2023.06.27,L,커요,보통이에요,선명해요,보통이에요,옷은 예뻐요~! 크게 시켜서 오버핏으로 입어도 예쁘고 원피스처럼 입기엔 짧지만 잘 입으면 예뻐용,"[""'//image.msscdn.net/data/estimate/3187524_0/gallery_649ab0dadf801.jpg.list'""]",https://www.musinsa.com/app/goods/3187524,여성,160,55,져지
68,DON’T PANIC PIGMENT SWEATSHIRT PINK(MG2DSMM441A),LV.5 멤버_6e7d5504cf11,2023.02.23,핑크/L,커요,보통이에요,선명해요,보통이에요,색 하나만으로도 포인트가 되고 프린팅도 기야와용,"[""'//image.msscdn.net/data/estimate/3007774_0/gallery_63f6d1097c8ef.jpg.list'""]",https://www.musinsa.com/app/goods/3007774,여성,163,55,기타
69,DON’T PANIC PIGMENT SWEATSHIRT PINK(MG2DSMM441A),LV.5 뚜루뚜삐리펍,2023.02.04,핑크/L,보통이에요,어두워요,보통이에요,보통이에요,아주 귀엽습니다 배에 고양이가 그려져 있어서 고양이와 한 컷 찍어봤어요 귀엽네요,"[""'//image.msscdn.net/data/estimate/3007774_0/gallery_63ddda361f9a4.jpg.list'""]",https://www.musinsa.com/app/goods/3007774,남성,178,77,기타
70,DON’T PANIC PIGMENT SWEATSHIRT PINK(MG2DSMM441A),LV.3 뉴비_d144b814dc43,2023.02.17,핑크/M,커요,보통이에요,보통이에요,보통이에요,색감이 아주.. 이쁘구요 편하묜서 흔하지않고 약간 튀어서 좋아요. 그리구 무엇보다 고양이가 아주 맘에듭니다 ^_^,"[""'//image.msscdn.net/data/estimate/3007774_0/gallery_63ef92df3d1ff.jpg.list'"", ""'//image.msscdn.net/data/estimate/3007774_0/gallery_63ef92e010184.jpg.list'""]",https://www.musinsa.com/app/goods/3007774,여성,163,53,기타
71,DON’T PANIC PIGMENT SWEATSHIRT PINK(MG2DSMM441A),LV.7 김-키미,2023.02.17,핑크/XL,보통이에요,보통이에요,보통이에요,보통이에요,핑크색 상의 찾다가 23SS 신제품 뜨자마자 바로 구매했어요 진심 최고,"[""'//image.msscdn.net/data/estimate/3007774_0/gallery_63ee54bb03e0f.jpg.list'"", ""'//image.msscdn.net/data/estimate/3007774_0/gallery_63ee54bcde2ff.jpg.list'""]",https://www.musinsa.com/app/goods/3007774,남성,180,70,기타
72,DON’T PANIC PIGMENT SWEATSHIRT PINK(MG2DSMM441A),LV.4 .·˖* 도숮 ·⑅♡,2023.03.26,핑크/M,보통이에요,보통이에요,보통이에요,보통이에요,"사진 그대로 너무 예뻐요. 미디 스커트, 미니 스커트, 와이드팬츠 어디에도 잘 어울릴 것 같아요!","[""'//image.msscdn.net/data/estimate/3007774_0/gallery_64203ee0423ab.jpg.list'""]",https://www.musinsa.com/app/goods/3007774,여성,167,47,기타
73,DON’T PANIC PIGMENT SWEATSHIRT PINK(MG2DSMM441A),LV.5 노는 게 좋은 입시생,2023.02.07,핑크/L,보통이에요,보통이에요,보통이에요,보통이에요,진짜 핑크 너무 이뻐요 잘 산 것 같아요 재질도 아주 좋아요,"[""'//image.msscdn.net/data/estimate/3007774_0/gallery_63e25276ed3df.jpg.list'"", ""'//image.msscdn.net/data/estimate/3007774_0/gallery_63e25277cecb2.jpg.list'""]",https://www.musinsa.com/app/goods/3007774,남성,180,59,기타
74,DON’T PANIC PIGMENT SWEATSHIRT PINK(MG2DSMM441A),LV.5 정클린,2023.05.14,핑크/L,보통이에요,보통이에요,보통이에요,보통이에요,약간 탁하면서도 쨍한 핑크색이에요 퀄리티 좋고 고양이가 넘 귀엽습니다,"[""'//image.msscdn.net/data/estimate/3007774_0/gallery_6460d0927be0e.jpg.list'""]",https://www.musinsa.com/app/goods/3007774,여성,173,48,기타
75,DON’T PANIC PIGMENT SWEATSHIRT PINK(MG2DSMM441A),LV.7 kimminwook,2023.04.10,핑크/M,보통이에요,보통이에요,선명해요,보통이에요,오도방구 마실용으로 입기 좋아요 반바지에 입으니깐 찰떡이네요,"[""'//image.msscdn.net/data/estimate/3007774_0/gallery_6433d150aab76.jpg.list'""]",https://www.musinsa.com/app/goods/3007774,남성,172,63,기타
76,DON’T PANIC PIGMENT SWEATSHIRT PINK(MG2DSMM441A),LV.6 yongn_,2023.02.23,핑크/XL,보통이에요,보통이에요,선명해요,보통이에요,디자인과 컬러 핏 모두 마음에 들어요. 마하그리드도 옷 잘만드네요!,"[""'//image.msscdn.net/data/estimate/3007774_0/gallery_63f70f04ae0cf.jpg.list'""]",https://www.musinsa.com/app/goods/3007774,남성,186,65,기타
77,DON’T PANIC PIGMENT SWEATSHIRT PINK(MG2DSMM441A),LV.5 둥글레차-,2023.01.26,핑크/L,보통이에요,보통이에요,보통이에요,보통이에요,배송도 빠르고 프린팅이 귀여워서 샀는데 넘 예뻐요! 오버핏하게 입는거 좋아해서 라지샀슈ㅋㅋ 다른 색상도 살까봐요 이번 마하그리드에서 산거 다 맘에 드네용 많이 파세용,"[""'//image.msscdn.net/data/estimate/3007774_0/gallery_63d23a64c1a6e.jpg.list'""]",https://www.musinsa.com/app/goods/3007774,여성,163,50,기타
78,우먼즈 크롭 베어프렌즈 엠보자수 후드 오트밀(FCB3TS359W),LV.5 멤버_2b726660beb5,2022.09.14,오트밀/M 쭈리,보통이에요,보통이에요,보통이에요,보통이에요,나만 이런건가 한 번 빨았는데 곰 지워짐 ㅜㅜ나중엔 사라질까봐 못 입겠다 ㅜㅜ,"[""'//image.msscdn.net/data/estimate/2246471_0/gallery_6321d5aff412c.jpg.list'"", ""'//image.msscdn.net/data/estimate/2246471_0/gallery_6321d5b18213a.jpg.list'""]",https://www.musinsa.com/app/goods/2246471,여성,163,50,후드
79,우먼즈 크롭 베어프렌즈 엠보자수 후드 오트밀(FCB3TS359W),LV.5 진말콩,2022.02.16,오트밀/M 쭈리,보통이에요,보통이에요,보통이에요,보통이에요,"뭐지..?절 위해 만든 옷이라도 할 수 있을 정도로 핏이 아주 좋습니다! 맨날 아방하고 박시한 오버핏 후드만 입다가 아방하지만 크롭기장의 후드를 입으니 아주 멋쟁이가 된 기분이도 좋습니다 ㅎㅎ 색상이 대님, 생지, 청 뭐 다 어울리네요? 이거 아주 2개 소장하고 싶을정도><:)가오리핏? 으오 떨어져서 허리나 골반에 딱 떨어지는 기장이 너무 예쁜거 같아요 소재랑 질감도 좋습니다. 무엇보다 색상을 잘 뽑았다는 생각이 드는 제품!누구나 무난하게 소화할 수 있은 색상이고 오트밀 특유에 툭툭 걸쳐도 나오는 부드럽고 세련된 무드가 참으로 좋습니다!💛","[""'//image.msscdn.net/data/estimate/2246471_0/gallery_620caa0942160.jpg.list'"", ""'//image.msscdn.net/data/estimate/2246471_0/gallery_620caa09d4a17.jpg.list'""]",https://www.musinsa.com/app/goods/2246471,여성,168,49,후드
80,우먼즈 크롭 베어프렌즈 엠보자수 후드 오트밀(FCB3TS359W),LV.4 solsoleil,2022.01.07,오트밀/M,보통이에요,보통이에요,선명해요,두꺼워요,곰돌이 질감 너무 귀엽고 만족스러워요핏도 예쁘고 기모있어서 좋아요,"[""'//image.msscdn.net/data/estimate/2246471_0/gallery_61d833494b5f3.jpg.list'""]",https://www.musinsa.com/app/goods/2246471,여성,167,50,후드
81,우먼즈 크롭 베어프렌즈 엠보자수 후드 오트밀(FCB3TS359W),LV.3 뉴비_a66fc9e464ec,2022.09.07,오트밀/M 쭈리,보통이에요,보통이에요,보통이에요,보통이에요,예상대로 총기장이 매우 짧았으나 난 예상하고 산거니 오히려 기대했던대로 너무 귀엽고 이뻤다리 딱 엉덩이 중간까지 오는 기장인데 교복치마랑 입어도 이쁘고 난 초록 모자바지랑 같이 매치했는데 너무너무 이뻤따리!!,"[""'//image.msscdn.net/data/estimate/2246471_0/gallery_6317757086946.jpg.list'"", ""'//image.msscdn.net/data/estimate/2246471_0/gallery_6317757666a68.jpg.list'""]",https://www.musinsa.com/app/goods/2246471,여성,158,50,후드
82,우먼즈 크롭 베어프렌즈 엠보자수 후드 오트밀(FCB3TS359W),LV.5 크롱와앙,2022.03.01,오트밀/M 쭈리,보통이에요,보통이에요,보통이에요,보통이에요,"175/65 남자친구가 입었는데 핏,디자인,재질 다 완벽하네요 다른색도 사고싶어요!!","[""'//image.msscdn.net/data/estimate/2246471_0/gallery_621dbc5913cc8.jpg.list'""]",https://www.musinsa.com/app/goods/2246471,여성,163,52,후드
83,우먼즈 크롭 베어프렌즈 엠보자수 후드 오트밀(FCB3TS359W),LV.5 님들웃어요좀,2022.10.01,오트밀/M 쭈리,보통이에요,보통이에요,보통이에요,보통이에요,갱-멋나지요다들 얼렁 사서 입고 갱~~한 하루 보내세요,"[""'//image.msscdn.net/data/estimate/2246471_0/gallery_6337bccb2b6e3.jpg.list'""]",https://www.musinsa.com/app/goods/2246471,여성,162,55,후드
84,우먼즈 크롭 베어프렌즈 엠보자수 후드 오트밀(FCB3TS359W),LV.5 혦토링,2022.02.18,오트밀/M 쭈리,보통이에요,보통이에요,보통이에요,보통이에요,너무 예뻐요! 후드 안에 초록색이 진짜 포인트! 아 나 ! 너무 좋아! 행복해!,"[""'//image.msscdn.net/data/estimate/2246471_0/gallery_620f3b1901599.jpg.list'"", ""'//image.msscdn.net/data/estimate/2246471_0/gallery_620f3b19c000e.jpg.list'""]",https://www.musinsa.com/app/goods/2246471,여성,159,46,후드
85,우먼즈 크롭 베어프렌즈 엠보자수 후드 오트밀(FCB3TS359W),LV.5 꾸조아,2023.01.27,오트밀/L 쭈리,보통이에요,보통이에요,보통이에요,보통이에요,170 긴팔원숭이인 저에게는 너무 짧아요하지만 174 보통팔 아버지는 잘 맞아요아버지는 이런게 힙쟁이냐면서 오늘 배송온 제 옷들과 신발로 코디를 하셨어요젊어지고 싶은 아버지의 발악.그래도 핏은 괜찮은 것 같지 않나요?나름 만족합니다. 저도 아버지도(?)두 번째 자세는 제가 추천했어요,"[""'//image.msscdn.net/data/estimate/2246471_0/gallery_63d3c3408e86a.jpg.list'"", ""'//image.msscdn.net/data/estimate/2246471_0/gallery_63d3c3414af4f.jpg.list'""]",https://www.musinsa.com/app/goods/2246471,여성,170,60,후드
86,우먼즈 크롭 베어프렌즈 엠보자수 후드 오트밀(FCB3TS359W),LV.6 hazinp,2022.09.04,오트밀/M 쭈리,보통이에요,보통이에요,선명해요,보통이에요,너~~~무 예뻐요.모자가 무겁지만 대신 각이 살아 좋음넉넉하지만 부하지않고 딱임(후기사진 동생 ㅋㅋ : 빅키즈160-64),"[""'//image.msscdn.net/data/estimate/2246471_0/gallery_6314468440a24.jpg.list'""]",https://www.musinsa.com/app/goods/2246471,여성,168,53,후드
87,우먼즈 크롭 베어프렌즈 엠보자수 후드 오트밀(FCB3TS359W),LV.5 나 무늘보,2022.07.09,오트밀/M 쭈리,보통이에요,보통이에요,선명해요,보통이에요,적당하게 크롭된 기장이라 다리 길어보여요 색감도 잘빠졌고 옷 자체가 귀여워요 :),"[""'//image.msscdn.net/data/estimate/2246471_0/gallery_62c9398f1db06.jpg.list'""]",https://www.musinsa.com/app/goods/2246471,여성,159,43,후드
88,빈티지 반 집업_오트베이지,LV.6 건방진차차,2022.08.10,M,커요,보통이에요,보통이에요,두꺼워요,한겨울에 입기 좋아요두껍고 기모가 빵빵하네요배색도 맘에들고코듀로이가 킬포고 디자인 너무 귀여워요팔이 조금만 짧았어도 좋았을거 같은데그래도 맘에듭니다!,"[""'//image.msscdn.net/data/estimate/2660728_0/gallery_62f3863a7d643.jpg.list'""]",https://www.musinsa.com/app/goods/2660728,여성,161,48,집업
89,빈티지 반 집업_오트베이지,LV.5 미대바라기,2022.08.26,M,보통이에요,보통이에요,보통이에요,두꺼워요,크롭한 기장의 오버핏이 너무 이쁩니다ㅠㅠ 색도 너무 이뻐 엄청 많이 입을거같아요!!!,"[""'//image.msscdn.net/data/estimate/2660728_0/gallery_6308c61d34fc1.jpg.list'""]",https://www.musinsa.com/app/goods/2660728,남성,174,55,집업
90,빈티지 반 집업_오트베이지,LV.5 감자누나z,2023.01.23,M,커요,보통이에요,보통이에요,두꺼워요,큼직하고 두툼해서 편안 따뜻해요~ 여기저기 잘 입을거같아요,"[""'//image.msscdn.net/data/estimate/2660728_0/gallery_63cdc3e303421.jpg.list'""]",https://www.musinsa.com/app/goods/2660728,여성,162,50,집업
91,빈티지 반 집업_오트베이지,LV.6 2Green9,2022.09.22,L,커요,보통이에요,보통이에요,보통이에요,사이즈 m으로 구매했으면 대만족 했을듯 ㅠㅠ 옷은 엄청 이뻐요:),"[""'//image.msscdn.net/data/estimate/2660728_0/gallery_632c68eadf26f.jpg.list'""]",https://www.musinsa.com/app/goods/2660728,남성,172,54,집업
92,빈티지 반 집업_오트베이지,LV.4 고쥔감럐,2022.09.11,M,커요,보통이에요,보통이에요,두꺼워요,색깔 고민 많이 했는데 굿초이스!!시보리나 카라나 포인트 되는 부분이 많아서 좋아요,"[""'//image.msscdn.net/data/estimate/2660728_0/gallery_631dec8748b9d.jpg.list'""]",https://www.musinsa.com/app/goods/2660728,여성,167,46,집업
93,빈티지 반 집업_오트베이지,LV.5 nk_ku.2,2022.12.24,M,보통이에요,보통이에요,보통이에요,보통이에요,너무 이뻐요 친구가 입은거 보고 색다른거 삿어용͎ 예전주터 빨간색 사고싶엇는데 아주 만족 핮니당 팔시보리가 좀 많이 짱짱하고 아래 시보리는 스트링 달려잇어서 신기해요 근데 약간 말려요 오묘한 오트밀? 색이에용͎ 마니 파세여,"[""'//image.msscdn.net/data/estimate/2660728_0/gallery_63a6d1a0dc7bb.jpg.list'"", ""'//image.msscdn.net/data/estimate/2660728_0/gallery_63a6d1a1be8a5.jpg.list'""]",https://www.musinsa.com/app/goods/2660728,여성,163,50,집업
